split,mode,species,source_name,sample_bytes,sample_bases,theoretical_bits_per_base,arithmetic_bits_per_base,arithmetic_coding_mode,arithmetic_merge_size,arithmetic_frequency_total,arithmetic_vocab_size,arithmetic_target_uniform_mass,arithmetic_effective_uniform_mass,emitted_arithmetic_symbol_count,core_model_theoretical_bits,tail_base_count,tail_side_info_bits,gpu_prefix_aggregate_seconds,cpu_small_alphabet_quantize_seconds,data_transfer_seconds,arithmetic_encode_seconds,compression_process_seconds,ascii_bytes,two_bit_pack_bytes,gzip_bytes,bz2_bytes,lzma_bytes,arithmetic_vs_2bit_ratio,arithmetic_bytes_ratio_vs_ascii,arithmetic_vs_gzip_ratio
train,windows_nonoverlap,OrSa,OrSa,60000,60000,1.86704072265625,1.8676,model_symbol,3,32768,127,0.01,0.003875732421875,20001,,,,0.0,0.22258535699938875,0.01007893799987869,0.3987192449999384,0.9783059789988329,60000,15000,17639,16438,16512,0.9338,0.23345,0.7940926356369409
train,windows_nonoverlap,HoSa,HoSa,60000,60000,1.466864278157552,1.4676,model_symbol,3,32768,127,0.01,0.003875732421875,20001,,,,0.0,0.22218969799905608,0.002855020000879449,0.36347800300018207,0.42387054100117894,60000,15000,16995,16137,15716,0.7338,0.18345,0.6476610767872903
train,windows_nonoverlap,DaRe,DaRe,60000,60000,1.2976272705078125,1.2982666666666667,model_symbol,3,32768,127,0.01,0.003875732421875,20001,,,,0.0,0.22434447000068758,0.0030664070009152056,0.36028887700013,0.4200881930014475,60000,15000,14457,15181,12852,0.6491333333333333,0.16228333333333333,0.6735145604205575
train,windows_nonoverlap,ScPo,ScPo,60000,60000,1.9253271565755208,1.9258666666666666,model_symbol,3,32768,127,0.01,0.003875732421875,20001,,,,0.0,0.21995955900001718,0.002765016000466858,0.3760776039994198,0.43570028299973274,60000,15000,17448,16398,16336,0.9629333333333333,0.24073333333333333,0.8278312700596057
train,windows_nonoverlap,EsCo,EsCo,60000,60000,1.8715155029296875,1.8722666666666667,model_symbol,3,32768,127,0.01,0.003875732421875,20001,,,,0.0,0.2219051740003124,0.002565861000221048,0.3747217139998611,0.4345056199999817,60000,15000,17715,16300,16612,0.9361333333333334,0.23403333333333334,0.7926615862263618
train,windows_nonoverlap,YeMi,YeMi,44213,44211,1.81107274013396,1.8116758272828029,model_symbol,3,32768,127,0.01,0.003875732421875,14738,,,,0.0,0.16505122899980051,0.002159756998935336,0.27476436500001,0.33475230899966846,44213,11054,12547,11797,11772,0.9058379136414014,0.2264492343880759,0.7979596716346538
train,windows_nonoverlap,BuEb,BuEb,11364,11364,1.9488766867272747,1.9479056670186554,model_symbol,3,32768,127,0.01,0.003875732421875,3789,,,,0.0,0.042604457000379625,0.0005342500003280293,0.06999214699999357,0.09931529600044087,11364,2841,3535,3178,3392,0.9739528335093277,0.24348820837733193,0.7827439886845827
train,windows_nonoverlap,AgPh,AgPh,26382,26382,1.9101622096149837,1.9103934500795998,model_symbol,3,32768,127,0.01,0.003875732421875,8795,,,,0.0,0.09816536699963763,0.0013030379996052943,0.16779046800002106,0.19828792899988912,26382,6596,7933,7240,7472,0.9551967250397999,0.23879918125994998,0.7941510147485188
train,windows_nonoverlap,GaGa,GaGa,60000,60000,1.7587446940104168,1.7593333333333334,model_symbol,3,32768,127,0.01,0.003875732421875,20001,,,,0.0,0.22109696400002576,0.002609321999898384,0.37353118600003654,0.434397959999842,60000,15000,17079,16298,15948,0.8796666666666667,0.21991666666666668,0.7725862169916271
train,windows_nonoverlap,DrMe,DrMe,60000,60000,1.755924141438802,1.7565333333333333,model_symbol,3,32768,127,0.01,0.003875732421875,20001,,,,0.0,0.22187484899950505,0.0029272719989421603,0.37377574299989647,0.4338890979988719,60000,15000,17111,16264,15740,0.8782666666666666,0.21956666666666666,0.769914090351236
train,windows_nonoverlap,EnIn,EnIn,60000,60000,1.841621260579427,1.8421333333333334,model_symbol,3,32768,127,0.01,0.003875732421875,20001,,,,0.0,0.2243122650006626,0.002784360999612545,0.3802208590000191,0.44016052100005254,60000,15000,17354,16196,16260,0.9210666666666667,0.23026666666666668,0.7961276939034229
train,windows_nonoverlap,PlFa,PlFa,60000,60000,1.7170836669921874,1.7177333333333333,model_symbol,3,32768,127,0.01,0.003875732421875,20001,,,,0.0,0.22231666999959998,0.0027864299991051666,0.3721302800004196,0.43213300499928664,60000,15000,16387,15862,15196,0.8588666666666667,0.21471666666666667,0.7861719655824739
train,windows_nonoverlap,HePy,HePy,60000,60000,1.791316552734375,1.792,model_symbol,3,32768,127,0.01,0.003875732421875,20001,,,,0.0,0.22268905299824837,0.002648540000336652,0.37675181999975393,0.43644963699989603,60000,15000,17149,16132,16072,0.896,0.224,0.7837191672983848
train,windows_nonoverlap,AeCa,AeCa,60000,60000,1.8935248697916667,1.8941333333333332,model_symbol,3,32768,127,0.01,0.003875732421875,20001,,,,0.0,0.2223070609993556,0.0028313390012044692,0.380393747999733,0.4411367240013533,60000,15000,17801,16386,16700,0.9470666666666666,0.23676666666666665,0.7980450536486714
