split,mode,species,source_name,sample_bytes,sample_bases,arithmetic_bits_per_base,theoretical_bits_per_base,vs_2bit_percent,paper_baseline_percent,paper_baseline_bpb,compression_bases_per_second,compression_mbases_per_second,compression_bytes_per_second,compression_mbytes_per_second
train,windows_nonoverlap,OrSa,OrSa,60000,60000,1.9364,1.9351520548502603,96.82,80.0,1.6,4763.2356052619725,0.004763235605261973,4763.2356052619725,0.004763235605261973
train,windows_nonoverlap,HoSa,HoSa,60000,60000,1.8868,1.8853976521809896,94.34,82.0,1.64,5054.318389197337,0.005054318389197337,5054.318389197337,0.005054318389197337
train,windows_nonoverlap,DaRe,DaRe,60000,60000,1.9032,1.9019605143229166,95.16,74.0,1.48,4961.002287077894,0.0049610022870778935,4961.002287077894,0.0049610022870778935
train,windows_nonoverlap,ScPo,ScPo,60000,60000,1.96,1.9587229288736978,98.0,95.0,1.9,4692.688072214534,0.004692688072214534,4692.688072214534,0.004692688072214534
train,windows_nonoverlap,EsCo,EsCo,60000,60000,1.9837333333333333,1.9824176839192709,99.18666666666667,95.0,1.9,4667.5627029477155,0.004667562702947716,4667.5627029477155,0.004667562702947716
train,windows_nonoverlap,YeMi,YeMi,44213,44213,1.8468776151810553,1.8455632106047712,92.34388075905277,94.0,1.88,4859.00541114487,0.0048590054111448695,4859.00541114487,0.0048590054111448695
train,windows_nonoverlap,BuEb,BuEb,11364,11364,1.9598732840549102,1.9583664611794922,97.9936642027455,99.0,1.98,4792.995187893361,0.004792995187893361,4792.995187893361,0.004792995187893361
train,windows_nonoverlap,AgPh,AgPh,26382,26382,1.9743764688044878,1.9730925604460428,98.71882344022438,99.0,1.98,4803.96551051844,0.00480396551051844,4803.96551051844,0.00480396551051844
train,windows_nonoverlap,GaGa,GaGa,60000,60000,1.9166666666666667,1.9153707397460937,95.83333333333334,91.0,1.82,4838.879752590401,0.004838879752590401,4838.879752590401,0.004838879752590401
train,windows_nonoverlap,DrMe,DrMe,60000,60000,1.8738666666666666,1.8728250528971355,93.69333333333333,93.0,1.86,4687.536314767685,0.004687536314767685,4687.536314767685,0.004687536314767685
train,windows_nonoverlap,EnIn,EnIn,60000,60000,1.9084,1.9070780924479167,95.42,79.0,1.58,4657.889127080994,0.004657889127080993,4657.889127080994,0.004657889127080993
train,windows_nonoverlap,PlFa,PlFa,60000,60000,1.8321333333333334,1.8309031575520833,91.60666666666667,87.0,1.74,4839.0297407594835,0.004839029740759483,4839.0297407594835,0.004839029740759483
train,windows_nonoverlap,HePy,HePy,60000,60000,1.9410666666666667,1.9397633219401043,97.05333333333334,91.0,1.82,4969.184021440107,0.004969184021440107,4969.184021440107,0.004969184021440107
train,windows_nonoverlap,AeCa,AeCa,60000,60000,1.9814666666666667,1.98017978515625,99.07333333333334,97.0,1.94,4651.341469656795,0.004651341469656795,4651.341469656795,0.004651341469656795
train,windows_nonoverlap,HaHi,HaHi,60000,60000,1.9010666666666667,1.9000210774739583,95.05333333333333,93.0,1.86,4584.725176828784,0.004584725176828784,4584.725176828784,0.004584725176828784
train,windows_nonoverlap,AnCa,AnCa,60000,60000,1.9309333333333334,1.9295250813802083,96.54666666666667,,,4818.367254856215,0.004818367254856216,4818.367254856215,0.004818367254856216
train,windows_nonoverlap,WaMe,WaMe,60000,60000,1.9710666666666667,1.9697509114583334,98.55333333333334,,,4818.383327413584,0.004818383327413584,4818.383327413584,0.004818383327413584
