split,mode,species,sample_bytes,sample_bases,theoretical_bits_per_base,arithmetic_bits_per_base,arithmetic_coding_mode,arithmetic_merge_size,arithmetic_frequency_total,arithmetic_vocab_size,arithmetic_target_uniform_mass,arithmetic_effective_uniform_mass,emitted_arithmetic_symbol_count,core_model_theoretical_bits,tail_base_count,tail_side_info_bits,gpu_prefix_aggregate_seconds,cpu_small_alphabet_quantize_seconds,data_transfer_seconds,arithmetic_encode_seconds,compression_process_seconds,ascii_bytes,two_bit_pack_bytes,gzip_bytes,bz2_bytes,lzma_bytes,arithmetic_vs_2bit_ratio,arithmetic_bytes_ratio_vs_ascii,arithmetic_vs_gzip_ratio
val,train_windows_nonoverlap,HePy,60000,60000,1.89940546875,1.9006666666666667,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,20000,113961.328125,0,3,0.03724643588066101,1.0533215776085854,0.006585821509361267,1.2451066821813583,1.2621700689196587,60000,15000,17069,16102,15984,0.9503333333333334,0.23758333333333334,0.8351397269904505
val,train_windows_nonoverlap,AeCa,60000,60000,1.9393490234375,1.9405333333333334,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,20000,116357.94140625,0,3,0.03713825345039368,1.0565133392810822,0.0064716339111328125,1.2597468122839928,1.2753207460045815,60000,15000,17702,16309,16648,0.9702666666666667,0.24256666666666668,0.8221669867811546
val,train_windows_nonoverlap,HaHi,60000,60000,1.81104609375,1.8122666666666667,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,20000,108659.765625,0,3,0.03749123215675354,1.0760729312896729,0.0067380741238594055,1.2678481563925743,1.2847719117999077,60000,15000,17253,15947,16216,0.9061333333333333,0.22653333333333334,0.787805019416913
val,train_windows_nonoverlap,AnCa,60000,60000,1.840873828125,1.8421333333333334,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,20000,110449.4296875,0,3,0.03725705295801163,1.0532973036170006,0.006545931100845337,1.2476732805371284,1.2631850987672806,60000,15000,17523,16321,16352,0.9210666666666667,0.23026666666666668,0.7884494664155681
val,train_windows_nonoverlap,WaMe,60000,60000,1.952882421875,1.9541333333333333,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,20000,117169.9453125,0,3,0.03713555634021759,1.0691890567541122,0.006711319088935852,1.2703923732042313,1.2861335575580597,60000,15000,17781,16358,16696,0.9770666666666666,0.24426666666666666,0.8242506045779202
test,train_windows_nonoverlap,OrSa,60000,60000,1.9129970052083334,1.9142666666666666,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,20000,114776.8203125,0,3,0.0375618115067482,1.0471290722489357,0.006442725658416748,1.2458795383572578,1.2621734291315079,60000,15000,17750,16480,16556,0.9571333333333333,0.23928333333333332,0.8088450704225352
test,train_windows_nonoverlap,HoSa,60000,60000,1.7965521484375,1.7977333333333334,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,20000,107790.12890625,0,3,0.037362657487392426,1.038321740925312,0.007430285215377808,1.2243679538369179,1.241735778748989,60000,15000,17321,16193,16188,0.8988666666666667,0.22471666666666668,0.7784192598579759
test,train_windows_nonoverlap,DaRe,60000,60000,1.8532007161458333,1.8544,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,20000,111189.04296875,0,3,0.037257350981235504,1.0605633705854416,0.006729848682880402,1.2544811740517616,1.270127758383751,60000,15000,17295,16196,16160,0.9272,0.2318,0.804163052905464
test,train_windows_nonoverlap,ScPo,60000,60000,1.9358414713541667,1.9370666666666667,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,20000,116147.48828125,0,3,0.03740067780017853,1.1083037629723549,0.01036224514245987,1.313504420220852,1.3339875489473343,60000,15000,15615,16025,14540,0.9685333333333334,0.24213333333333334,0.9303874479666987
test,train_windows_nonoverlap,EsCo,60000,60000,1.9310863932291666,1.9322666666666666,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,20000,115862.18359375,0,3,0.0370180681347847,1.031512774527073,0.006547823548316956,1.231086015701294,1.246435783803463,60000,15000,17676,16357,16472,0.9661333333333333,0.24153333333333332,0.8198687485856528
test,train_windows_nonoverlap,YeMi,14739,14739,1.861046267555465,1.862812945247303,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,4912,27417.9609375,3,12,0.009534299373626709,0.2180684730410576,0.001727089285850525,0.27781954407691956,0.2841428890824318,14739,3685,4285,3974,4104,0.9314064726236515,0.23285161815591288,0.8009334889148192
test,train_windows_nonoverlap,BuEb,3788,3788,1.9518715557352164,1.955649419218585,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,1262,7384.689453125,2,9,0.003875322639942169,0.04760564863681793,0.0007169172167778015,0.060834333300590515,0.06669963151216507,3788,947,1244,1114,1300,0.9778247096092925,0.24445617740232312,0.7443729903536977
test,train_windows_nonoverlap,AgPh,8794,8794,1.9498384018933363,1.9513304525813053,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,2930,17131.87890625,4,15,0.006253249943256378,0.11728857457637787,0.001292489469051361,0.1529245376586914,0.1585192233324051,8794,2199,2758,2486,2684,0.9756652262906527,0.24391630657266317,0.7777374909354605
test,train_windows_nonoverlap,GaGa,60000,60000,1.8446109375,1.8458666666666668,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,20000,110673.65625,0,3,0.03713090717792511,1.0648351088166237,0.013274483382701874,1.2628395184874535,1.2854930087924004,60000,15000,17322,16132,16200,0.9229333333333334,0.23073333333333335,0.799214871261979
test,train_windows_nonoverlap,DrMe,60000,60000,1.9117320963541666,1.9129333333333334,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,20000,114700.92578125,0,3,0.037361808121204376,1.0589412152767181,0.006414398550987244,1.2567647621035576,1.2720458880066872,60000,15000,17743,16415,16532,0.9564666666666667,0.23911666666666667,0.8086005748745985
test,train_windows_nonoverlap,EnIn,60000,60000,1.8999490885416668,1.9012,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,20000,113993.9453125,0,3,0.037438005208969116,1.0318232998251915,0.006538510322570801,1.2207526490092278,1.2365129739046097,60000,15000,17412,16335,16240,0.9506,0.23765,0.8189179875947622
test,train_windows_nonoverlap,PlFa,60000,60000,1.8205921223958332,1.8218666666666667,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,20000,109232.52734375,0,3,0.0375392884016037,1.0652374997735023,0.006627932190895081,1.2575189396739006,1.273209035396576,60000,15000,16617,15857,15620,0.9109333333333334,0.22773333333333334,0.8222904254678943
test,train_windows_nonoverlap,HePy,60000,60000,1.9201755208333333,1.9213333333333333,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,20000,115207.53125,0,3,0.03723190724849701,1.0604996532201767,0.006423354148864746,1.2604813650250435,1.2760538905858994,60000,15000,17213,16144,16172,0.9606666666666667,0.24016666666666667,0.837157962005461
test,train_windows_nonoverlap,AeCa,60000,60000,1.9290952473958334,1.9302666666666666,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,20000,115742.71484375,0,3,0.03715918958187103,1.070322997868061,0.006516344845294952,1.2705889791250229,1.287164255976677,60000,15000,17656,16336,16592,0.9651333333333333,0.24128333333333332,0.8199478930675125
test,train_windows_nonoverlap,HaHi,60000,60000,1.9379576171875,1.9392,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,20000,116274.45703125,0,3,0.03703495115041733,1.0910414457321167,0.006404183804988861,1.284982107579708,1.3000631406903267,60000,15000,17702,16204,16604,0.9696,0.2424,0.8216020788611457
test,train_windows_nonoverlap,AnCa,60000,60000,1.8053130208333332,1.8065333333333333,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,20000,108315.78125,0,3,0.037586525082588196,1.0445080399513245,0.0065762922167778015,1.2315866723656654,1.2469276562333107,60000,15000,16737,16107,15548,0.9032666666666667,0.22581666666666667,0.8095238095238095
test,train_windows_nonoverlap,WaMe,60000,60000,1.9513738932291667,1.9525333333333332,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,20000,117079.43359375,0,3,0.03695584833621979,1.0337475910782814,0.006280027329921722,1.2313057854771614,1.2462511509656906,60000,15000,17791,16379,16700,0.9762666666666666,0.24406666666666665,0.8231128098476758
