split,mode,species,source_name,sample_bytes,sample_bases,theoretical_bits_per_base,arithmetic_bits_per_base,arithmetic_coding_mode,arithmetic_merge_size,arithmetic_frequency_total,arithmetic_vocab_size,arithmetic_target_uniform_mass,arithmetic_effective_uniform_mass,emitted_arithmetic_symbol_count,core_model_theoretical_bits,tail_base_count,tail_side_info_bits,gpu_prefix_aggregate_seconds,cpu_small_alphabet_quantize_seconds,data_transfer_seconds,arithmetic_encode_seconds,compression_process_seconds,ascii_bytes,two_bit_pack_bytes,gzip_bytes,bz2_bytes,lzma_bytes,arithmetic_vs_2bit_ratio,arithmetic_bytes_ratio_vs_ascii,arithmetic_vs_gzip_ratio
test,windows_nonoverlap,bos_taurus,bos_taurus:28,100000,99999,1.4856429094076098,1.4859348593485935,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.4192064679809846,0.010548729973379523,0.6666288199921837,0.8197111369809136,100000,25000,27395,25790,25056,0.7429674296742967,0.18574,0.6780069355721847
test,windows_nonoverlap,bos_taurus,bos_taurus:29,100000,99999,1.6228892977406337,1.6235362353623537,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.42256700301368255,0.009714277897728607,0.676046528009465,0.8259421979018953,100000,25000,28156,26803,26124,0.8117681176811768,0.20294,0.720769995738031
test,windows_nonoverlap,bos_taurus,bos_taurus:3,100000,99999,1.6856587633259146,1.6858568585685856,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.445492726037628,0.011177073029102758,0.711963214998832,0.8668656990339514,100000,25000,28034,26603,25988,0.8429284292842928,0.21073,0.7516943711207819
test,windows_nonoverlap,bos_taurus,bos_taurus:4,100000,99999,1.7264387585282104,1.7268972689726898,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.4155382849567104,0.010042179943411611,0.6783863900054712,0.8248397169518284,100000,25000,28297,26806,26340,0.8634486344863449,0.21586,0.7628370498639432
test,windows_nonoverlap,bos_taurus,bos_taurus:5,100000,99999,1.6786056556854632,1.6790567905679057,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.4325934930529911,0.009374104978633113,0.6965482580126263,0.8409799760120222,100000,25000,28397,26865,26320,0.8395283952839528,0.20988,0.7390921576222841
test,windows_nonoverlap,bos_taurus,bos_taurus:6,100000,99999,1.6277259232553263,1.6280962809628097,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.48795662600605283,0.012847757039708085,0.7738898029783741,0.9342985290277284,100000,25000,28437,27016,26124,0.8140481404814048,0.20351,0.7156521433343883
test,windows_nonoverlap,bos_taurus,bos_taurus:7,100000,99999,1.179431288331438,1.1796917969179692,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.42901338105730247,0.008834351960103959,0.6478972970071482,0.8010424889944261,100000,25000,27426,26188,23748,0.5898458984589846,0.14746,0.537664989426092
test,windows_nonoverlap,bos_taurus,bos_taurus:8,100000,99999,1.6828303634598847,1.6830568305683056,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.4379521440860117,0.010978543985402212,0.7045029610017082,0.8554254389746347,100000,25000,28306,26803,26352,0.8415284152841528,0.21038,0.7432346498975482
test,windows_nonoverlap,bos_taurus,bos_taurus:9,100000,99999,1.5053703088300414,1.5058550585505854,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.44703169602144044,0.010708356014220044,0.7065513139968971,0.8527101670188131,100000,25000,28064,26758,25680,0.7529275292752927,0.18823,0.6707169327251995
test,windows_nonoverlap,bos_taurus,bos_taurus:MT,164,162,2.357513804494599,2.2222222222222223,model_symbol,3,32768,127,0.01,0.003875732421875,55,,,,0.0,0.0011256140132900327,0.00023179801064543426,0.0020892439933959395,0.03637168099521659,164,41,93,93,156,1.1111111111111112,0.27439024390243905,0.4838709677419355
