split,mode,species,sample_bytes,sample_bases,theoretical_bits_per_base,arithmetic_bits_per_base,arithmetic_frequency_total,arithmetic_vocab_size,arithmetic_target_uniform_mass,arithmetic_effective_uniform_mass,ascii_bytes,two_bit_pack_bytes,gzip_bytes,bz2_bytes,lzma_bytes,arithmetic_vs_2bit_ratio,arithmetic_bytes_ratio_vs_ascii,arithmetic_vs_gzip_ratio
val,train_windows_nonoverlap,AnCa,60000,60000,1.77090361328125,1.7714666666666667,32768,127,0.01,0.003875732421875,60000,15000,17523,16321,16352,0.8857333333333334,0.22143333333333334,0.7582035039662158
val,train_windows_nonoverlap,WaMe,60000,60000,1.9398722412109375,1.9406666666666668,32768,127,0.01,0.003875732421875,60000,15000,17781,16358,16696,0.9703333333333334,0.24258333333333335,0.8185703841178786
test,train_windows_nonoverlap,OrSa,60000,60000,1.8956572672526042,1.8964,32768,127,0.01,0.003875732421875,60000,15000,17750,16480,16556,0.9482,0.23705,0.8012957746478874
test,train_windows_nonoverlap,HoSa,60000,60000,1.7621491048177083,1.7628,32768,127,0.01,0.003875732421875,60000,15000,17321,16193,16188,0.8814,0.22035,0.7632931124069049
test,train_windows_nonoverlap,DaRe,60000,60000,1.791029777018229,1.7917333333333334,32768,127,0.01,0.003875732421875,60000,15000,17295,16196,16160,0.8958666666666667,0.22396666666666668,0.7769875686614629
test,train_windows_nonoverlap,ScPo,60000,60000,1.941500984700521,1.9422666666666666,32768,127,0.01,0.003875732421875,60000,15000,15615,16025,14540,0.9711333333333333,0.24278333333333332,0.932885046429715
test,train_windows_nonoverlap,EsCo,60000,60000,1.9069551432291667,1.9077333333333333,32768,127,0.01,0.003875732421875,60000,15000,17676,16357,16472,0.9538666666666666,0.23846666666666666,0.809459153654673
test,train_windows_nonoverlap,YeMi,14739,14739,1.8496070560036297,1.8497862812945247,32768,127,0.01,0.003875732421875,14739,3685,4285,3974,4104,0.9248931406472624,0.2312232851618156,0.7953325554259043
test,train_windows_nonoverlap,BuEb,3788,3786,1.9854593171181656,1.982039091389329,32768,127,0.01,0.003875732421875,3788,947,1244,1114,1300,0.9910195456946645,0.24762407602956704,0.7540192926045016
test,train_windows_nonoverlap,AgPh,8794,8793,1.957166467200472,1.9561014443307176,32768,127,0.01,0.003875732421875,8794,2199,2758,2486,2684,0.9780507221653588,0.24448487605185354,0.779550398839739
test,train_windows_nonoverlap,GaGa,60000,60000,1.8214348876953126,1.8221333333333334,32768,127,0.01,0.003875732421875,60000,15000,17322,16132,16200,0.9110666666666667,0.22776666666666667,0.7889389216025863
test,train_windows_nonoverlap,DrMe,60000,60000,1.8977508544921875,1.8984,32768,127,0.01,0.003875732421875,60000,15000,17743,16415,16532,0.9492,0.2373,0.8024573071070281
test,train_windows_nonoverlap,EnIn,60000,60000,1.8811607503255208,1.8818666666666666,32768,127,0.01,0.003875732421875,60000,15000,17412,16335,16240,0.9409333333333333,0.23523333333333332,0.8105903974270618
test,train_windows_nonoverlap,PlFa,60000,60000,1.801584130859375,1.8024,32768,127,0.01,0.003875732421875,60000,15000,16617,15857,15620,0.9012,0.2253,0.8135042426430764
test,train_windows_nonoverlap,HePy,60000,60000,1.851136564127604,1.8517333333333332,32768,127,0.01,0.003875732421875,60000,15000,17213,16144,16172,0.9258666666666666,0.23146666666666665,0.8068320455469703
test,train_windows_nonoverlap,AeCa,60000,60000,1.8978866861979167,1.8986666666666667,32768,127,0.01,0.003875732421875,60000,15000,17656,16336,16592,0.9493333333333334,0.23733333333333334,0.8065246941549615
test,train_windows_nonoverlap,HaHi,60000,60000,1.9330884684244791,1.9338666666666666,32768,127,0.01,0.003875732421875,60000,15000,17702,16204,16604,0.9669333333333333,0.24173333333333333,0.8193424471811095
test,train_windows_nonoverlap,AnCa,60000,60000,1.6542801350911458,1.6548,32768,127,0.01,0.003875732421875,60000,15000,16737,16107,15548,0.8274,0.20685,0.7415307402760352
test,train_windows_nonoverlap,WaMe,60000,60000,1.9395300374348958,1.9402666666666666,32768,127,0.01,0.003875732421875,60000,15000,17791,16379,16700,0.9701333333333333,0.24253333333333332,0.8179416558934293
